"x","y","g solids/m2.yr"
206062.5,771037.5,0.000
206087.5,771037.5,0.000
206112.5,771037.5,0.000
206137.5,771037.5,0.000
206162.5,771037.5,0.000
206187.5,771037.5,12.475
206212.5,771037.5,12.475
206237.5,771037.5,12.475
206262.5,771037.5,12.475
206287.5,771037.5,0.000
206312.5,771037.5,0.000
206337.5,771037.5,12.475
206362.5,771037.5,24.951
206387.5,771037.5,12.475
206412.5,771037.5,0.000
206437.5,771037.5,0.000
206462.5,771037.5,0.000
206487.5,771037.5,0.000
206512.5,771037.5,0.000
206537.5,771037.5,0.000
206562.5,771037.5,0.000
206587.5,771037.5,0.000
206612.5,771037.5,0.000
206637.5,771037.5,0.000
206662.5,771037.5,0.000
205712.5,771012.5,0.000
205737.5,771012.5,0.000
205762.5,771012.5,0.000
205787.5,771012.5,0.000
205812.5,771012.5,0.000
205837.5,771012.5,0.000
205862.5,771012.5,0.000
205887.5,771012.5,0.000
205912.5,771012.5,0.000
205937.5,771012.5,0.000
205962.5,771012.5,0.000
205987.5,771012.5,0.000
206012.5,771012.5,0.000
206037.5,771012.5,0.000
206062.5,771012.5,0.000
206087.5,771012.5,0.000
206112.5,771012.5,0.000
206137.5,771012.5,0.000
206162.5,771012.5,0.000
206187.5,771012.5,0.000
206212.5,771012.5,0.000
206237.5,771012.5,0.000
206262.5,771012.5,12.475
206287.5,771012.5,24.951
206312.5,771012.5,37.426
206337.5,771012.5,62.377
206362.5,771012.5,12.475
206387.5,771012.5,12.475
206412.5,771012.5,0.000
206437.5,771012.5,24.951
206462.5,771012.5,12.475
206487.5,771012.5,0.000
206512.5,771012.5,0.000
206537.5,771012.5,0.000
206562.5,771012.5,12.475
206587.5,771012.5,0.000
206612.5,771012.5,0.000
206637.5,771012.5,0.000
206662.5,771012.5,0.000
205712.5,770987.5,0.000
205737.5,770987.5,0.000
205762.5,770987.5,0.000
205787.5,770987.5,0.000
205812.5,770987.5,0.000
205837.5,770987.5,0.000
205862.5,770987.5,0.000
205887.5,770987.5,0.000
205912.5,770987.5,0.000
205937.5,770987.5,0.000
205962.5,770987.5,0.000
205987.5,770987.5,0.000
206012.5,770987.5,0.000
206037.5,770987.5,0.000
206062.5,770987.5,0.000
206087.5,770987.5,0.000
206112.5,770987.5,12.475
206137.5,770987.5,0.000
206162.5,770987.5,0.000
206187.5,770987.5,12.475
206212.5,770987.5,0.000
206237.5,770987.5,0.000
206262.5,770987.5,37.426
206287.5,770987.5,143.288
206312.5,770987.5,149.704
206337.5,770987.5,180.714
206362.5,770987.5,37.426
206387.5,770987.5,37.426
206412.5,770987.5,24.951
206437.5,770987.5,37.426
206462.5,770987.5,0.000
206487.5,770987.5,0.000
206512.5,770987.5,0.000
206537.5,770987.5,12.475
206562.5,770987.5,12.475
206587.5,770987.5,0.000
206612.5,770987.5,0.000
206637.5,770987.5,0.000
206662.5,770987.5,0.000
205712.5,770962.5,0.000
205737.5,770962.5,0.000
205762.5,770962.5,0.000
205787.5,770962.5,0.000
205812.5,770962.5,0.000
205837.5,770962.5,0.000
205862.5,770962.5,0.000
205887.5,770962.5,0.000
205912.5,770962.5,0.000
205937.5,770962.5,0.000
205962.5,770962.5,0.000
205987.5,770962.5,0.000
206012.5,770962.5,0.000
206037.5,770962.5,0.000
206062.5,770962.5,0.000
206087.5,770962.5,0.000
206112.5,770962.5,0.000
206137.5,770962.5,19.540
206162.5,770962.5,12.475
206187.5,770962.5,0.000
206212.5,770962.5,0.000
206237.5,770962.5,0.000
206262.5,770962.5,24.951
206287.5,770962.5,380.320
206312.5,770962.5,634.971
206337.5,770962.5,557.547
206362.5,770962.5,243.091
206387.5,770962.5,24.951
206412.5,770962.5,69.441
206437.5,770962.5,62.377
206462.5,770962.5,49.901
206487.5,770962.5,24.951
206512.5,770962.5,12.475
206537.5,770962.5,0.000
206562.5,770962.5,12.475
206587.5,770962.5,0.000
206612.5,770962.5,0.000
206637.5,770962.5,0.000
206662.5,770962.5,0.000
205712.5,770937.5,0.000
205737.5,770937.5,0.000
205762.5,770937.5,0.000
205787.5,770937.5,0.000
205812.5,770937.5,0.000
205837.5,770937.5,0.000
205862.5,770937.5,0.000
205887.5,770937.5,0.000
205912.5,770937.5,0.000
205937.5,770937.5,0.000
205962.5,770937.5,0.000
205987.5,770937.5,0.000
206012.5,770937.5,0.000
206037.5,770937.5,0.000
206062.5,770937.5,0.000
206087.5,770937.5,0.000
206112.5,770937.5,19.540
206137.5,770937.5,44.491
206162.5,770937.5,19.540
206187.5,770937.5,19.540
206212.5,770937.5,59.538
206237.5,770937.5,114.584
206262.5,770937.5,808.211
206287.5,770937.5,4023.246
206312.5,770937.5,3531.307
206337.5,770937.5,1850.609
206362.5,770937.5,570.022
206387.5,770937.5,268.042
206412.5,770937.5,74.852
206437.5,770937.5,12.475
206462.5,770937.5,12.475
206487.5,770937.5,0.000
206512.5,770937.5,12.475
206537.5,770937.5,0.000
206562.5,770937.5,0.000
206587.5,770937.5,0.000
206612.5,770937.5,0.000
206637.5,770937.5,0.000
206662.5,770937.5,0.000
205712.5,770912.5,0.000
205737.5,770912.5,0.000
205762.5,770912.5,0.000
205787.5,770912.5,0.000
205812.5,770912.5,0.000
205837.5,770912.5,0.000
205862.5,770912.5,0.000
205887.5,770912.5,0.000
205912.5,770912.5,0.000
205937.5,770912.5,0.000
205962.5,770912.5,0.000
205987.5,770912.5,0.000
206012.5,770912.5,0.000
206037.5,770912.5,0.000
206062.5,770912.5,12.475
206087.5,770912.5,0.000
206112.5,770912.5,0.000
206137.5,770912.5,56.966
206162.5,770912.5,44.491
206187.5,770912.5,34.587
206212.5,770912.5,121.915
206237.5,770912.5,893.352
206262.5,770912.5,7828.090
206287.5,770912.5,15884.571
206312.5,770912.5,11651.070
206337.5,770912.5,3910.582
206362.5,770912.5,957.143
206387.5,770912.5,164.752
206412.5,770912.5,62.377
206437.5,770912.5,24.951
206462.5,770912.5,37.426
206487.5,770912.5,12.475
206512.5,770912.5,0.000
206537.5,770912.5,0.000
206562.5,770912.5,0.000
206587.5,770912.5,0.000
206612.5,770912.5,0.000
206637.5,770912.5,12.475
206662.5,770912.5,0.000
205712.5,770887.5,0.000
205737.5,770887.5,0.000
205762.5,770887.5,0.000
205787.5,770887.5,0.000
205812.5,770887.5,0.000
205837.5,770887.5,0.000
205862.5,770887.5,0.000
205887.5,770887.5,0.000
205912.5,770887.5,0.000
205937.5,770887.5,0.000
205962.5,770887.5,0.000
205987.5,770887.5,12.475
206012.5,770887.5,7.065
206037.5,770887.5,19.540
206062.5,770887.5,0.000
206087.5,770887.5,19.540
206112.5,770887.5,69.441
206137.5,770887.5,32.015
206162.5,770887.5,55.961
206187.5,770887.5,178.528
206212.5,770887.5,816.699
206237.5,770887.5,7186.063
206262.5,770887.5,23657.213
206287.5,770887.5,28676.019
206312.5,770887.5,17879.081
206337.5,770887.5,4546.953
206362.5,770887.5,904.284
206387.5,770887.5,155.763
206412.5,770887.5,62.377
206437.5,770887.5,0.000
206462.5,770887.5,0.000
206487.5,770887.5,0.000
206512.5,770887.5,0.000
206537.5,770887.5,0.000
206562.5,770887.5,0.000
206587.5,770887.5,0.000
206612.5,770887.5,0.000
206637.5,770887.5,0.000
206662.5,770887.5,0.000
205712.5,770862.5,0.000
205737.5,770862.5,0.000
205762.5,770862.5,0.000
205787.5,770862.5,0.000
205812.5,770862.5,0.000
205837.5,770862.5,0.000
205862.5,770862.5,0.000
205887.5,770862.5,0.000
205912.5,770862.5,0.000
205937.5,770862.5,0.000
205962.5,770862.5,0.000
205987.5,770862.5,0.000
206012.5,770862.5,0.000
206037.5,770862.5,0.000
206062.5,770862.5,12.475
206087.5,770862.5,7.065
206112.5,770862.5,32.015
206137.5,770862.5,55.961
206162.5,770862.5,260.711
206187.5,770862.5,985.438
206212.5,770862.5,4546.567
206237.5,770862.5,18981.160
206262.5,770862.5,34273.580
206287.5,770862.5,26370.651
206312.5,770862.5,10253.190
206337.5,770862.5,1914.915
206362.5,770862.5,317.943
206387.5,770862.5,56.966
206412.5,770862.5,49.901
206437.5,770862.5,0.000
206462.5,770862.5,0.000
206487.5,770862.5,0.000
206512.5,770862.5,0.000
206537.5,770862.5,0.000
206562.5,770862.5,0.000
206587.5,770862.5,0.000
206612.5,770862.5,0.000
206637.5,770862.5,0.000
206662.5,770862.5,0.000
205712.5,770837.5,0.000
205737.5,770837.5,0.000
205762.5,770837.5,0.000
205787.5,770837.5,0.000
205812.5,770837.5,0.000
205837.5,770837.5,0.000
205862.5,770837.5,0.000
205887.5,770837.5,0.000
205912.5,770837.5,0.000
205937.5,770837.5,0.000
205962.5,770837.5,0.000
205987.5,770837.5,0.000
206012.5,770837.5,0.000
206037.5,770837.5,0.000
206062.5,770837.5,0.000
206087.5,770837.5,0.000
206112.5,770837.5,12.475
206137.5,770837.5,193.190
206162.5,770837.5,989.425
206187.5,770837.5,3621.207
206212.5,770837.5,10985.251
206237.5,770837.5,23568.602
206262.5,770837.5,30612.392
206287.5,770837.5,17192.038
206312.5,770837.5,3623.649
206337.5,770837.5,744.677
206362.5,770837.5,168.239
206387.5,770837.5,62.377
206412.5,770837.5,24.951
206437.5,770837.5,0.000
206462.5,770837.5,0.000
206487.5,770837.5,12.475
206512.5,770837.5,0.000
206537.5,770837.5,0.000
206562.5,770837.5,0.000
206587.5,770837.5,0.000
206612.5,770837.5,0.000
206637.5,770837.5,0.000
206662.5,770837.5,0.000
205712.5,770812.5,0.000
205737.5,770812.5,0.000
205762.5,770812.5,0.000
205787.5,770812.5,0.000
205812.5,770812.5,0.000
205837.5,770812.5,0.000
205862.5,770812.5,0.000
205887.5,770812.5,0.000
205912.5,770812.5,0.000
205937.5,770812.5,0.000
205962.5,770812.5,0.000
205987.5,770812.5,0.000
206012.5,770812.5,0.000
206037.5,770812.5,19.540
206062.5,770812.5,31.010
206087.5,770812.5,130.813
206112.5,770812.5,205.665
206137.5,770812.5,924.476
206162.5,770812.5,2691.602
206187.5,770812.5,5959.882
206212.5,770812.5,11084.798
206237.5,770812.5,13907.818
206262.5,770812.5,12866.317
206287.5,770812.5,6486.929
206312.5,770812.5,1639.300
206337.5,770812.5,174.388
206362.5,770812.5,106.867
206387.5,770812.5,74.852
206412.5,770812.5,12.475
206437.5,770812.5,37.426
206462.5,770812.5,12.475
206487.5,770812.5,0.000
206512.5,770812.5,0.000
206537.5,770812.5,0.000
206562.5,770812.5,0.000
206587.5,770812.5,0.000
206612.5,770812.5,0.000
206637.5,770812.5,12.475
206662.5,770812.5,0.000
205712.5,770787.5,0.000
205737.5,770787.5,0.000
205762.5,770787.5,0.000
205787.5,770787.5,0.000
205812.5,770787.5,0.000
205837.5,770787.5,0.000
205862.5,770787.5,0.000
205887.5,770787.5,0.000
205912.5,770787.5,0.000
205937.5,770787.5,0.000
205962.5,770787.5,0.000
205987.5,770787.5,0.000
206012.5,770787.5,7.065
206037.5,770787.5,32.015
206062.5,770787.5,68.436
206087.5,770787.5,193.190
206112.5,770787.5,505.073
206137.5,770787.5,1772.799
206162.5,770787.5,3468.417
206187.5,770787.5,4959.798
206212.5,770787.5,7039.191
206237.5,770787.5,8460.477
206262.5,770787.5,5048.538
206287.5,770787.5,1773.571
206312.5,770787.5,1041.513
206337.5,770787.5,227.128
206362.5,770787.5,124.753
206387.5,770787.5,12.475
206412.5,770787.5,0.000
206437.5,770787.5,24.951
206462.5,770787.5,0.000
206487.5,770787.5,12.475
206512.5,770787.5,0.000
206537.5,770787.5,0.000
206562.5,770787.5,0.000
206587.5,770787.5,0.000
206612.5,770787.5,0.000
206637.5,770787.5,0.000
206662.5,770787.5,12.475
205712.5,770762.5,0.000
205737.5,770762.5,0.000
205762.5,770762.5,0.000
205787.5,770762.5,0.000
205812.5,770762.5,0.000
205837.5,770762.5,0.000
205862.5,770762.5,0.000
205887.5,770762.5,0.000
205912.5,770762.5,0.000
205937.5,770762.5,0.000
205962.5,770762.5,12.475
205987.5,770762.5,7.065
206012.5,770762.5,32.015
206037.5,770762.5,12.475
206062.5,770762.5,243.091
206087.5,770762.5,480.122
206112.5,770762.5,1193.789
206137.5,770762.5,2314.383
206162.5,770762.5,2677.326
206187.5,770762.5,4249.475
206212.5,770762.5,12123.332
206237.5,770762.5,15401.379
206262.5,770762.5,8287.875
206287.5,770762.5,2560.803
206312.5,770762.5,675.355
206337.5,770762.5,199.605
206362.5,770762.5,106.867
206387.5,770762.5,74.852
206412.5,770762.5,24.951
206437.5,770762.5,12.475
206462.5,770762.5,0.000
206487.5,770762.5,0.000
206512.5,770762.5,0.000
206537.5,770762.5,0.000
206562.5,770762.5,0.000
206587.5,770762.5,0.000
206612.5,770762.5,0.000
206637.5,770762.5,12.475
206662.5,770762.5,0.000
205712.5,770737.5,0.000
205737.5,770737.5,0.000
205762.5,770737.5,0.000
205787.5,770737.5,0.000
205812.5,770737.5,0.000
205837.5,770737.5,0.000
205862.5,770737.5,0.000
205887.5,770737.5,0.000
205912.5,770737.5,0.000
205937.5,770737.5,0.000
205962.5,770737.5,12.475
205987.5,770737.5,0.000
206012.5,770737.5,62.377
206037.5,770737.5,168.239
206062.5,770737.5,243.091
206087.5,770737.5,530.024
206112.5,770737.5,1146.846
206137.5,770737.5,2000.313
206162.5,770737.5,3223.153
206187.5,770737.5,9430.077
206212.5,770737.5,23182.505
206237.5,770737.5,24400.454
206262.5,770737.5,11597.048
206287.5,770737.5,2280.943
206312.5,770737.5,680.114
206337.5,770737.5,174.655
206362.5,770737.5,112.278
206387.5,770737.5,49.901
206412.5,770737.5,24.951
206437.5,770737.5,37.426
206462.5,770737.5,12.475
206487.5,770737.5,0.000
206512.5,770737.5,0.000
206537.5,770737.5,0.000
206562.5,770737.5,0.000
206587.5,770737.5,0.000
206612.5,770737.5,12.475
206637.5,770737.5,0.000
206662.5,770737.5,12.475
205712.5,770712.5,0.000
205737.5,770712.5,0.000
205762.5,770712.5,0.000
205787.5,770712.5,0.000
205812.5,770712.5,0.000
205837.5,770712.5,0.000
205862.5,770712.5,0.000
205887.5,770712.5,24.951
205912.5,770712.5,0.000
205937.5,770712.5,0.000
205962.5,770712.5,0.000
205987.5,770712.5,105.862
206012.5,770712.5,105.862
206037.5,770712.5,205.665
206062.5,770712.5,505.073
206087.5,770712.5,1206.264
206112.5,770712.5,2367.629
206137.5,770712.5,3178.654
206162.5,770712.5,5929.142
206187.5,770712.5,16173.435
206212.5,770712.5,25018.685
206237.5,770712.5,24933.808
206262.5,770712.5,6564.223
206287.5,770712.5,1107.619
206312.5,770712.5,288.234
206337.5,770712.5,94.392
206362.5,770712.5,62.377
206387.5,770712.5,12.475
206412.5,770712.5,0.000
206437.5,770712.5,12.475
206462.5,770712.5,12.475
206487.5,770712.5,0.000
206512.5,770712.5,0.000
206537.5,770712.5,0.000
206562.5,770712.5,0.000
206587.5,770712.5,0.000
206612.5,770712.5,0.000
206637.5,770712.5,0.000
206662.5,770712.5,12.475
205712.5,770687.5,0.000
205737.5,770687.5,0.000
205762.5,770687.5,0.000
205787.5,770687.5,0.000
205812.5,770687.5,0.000
205837.5,770687.5,0.000
205862.5,770687.5,0.000
205887.5,770687.5,0.000
205912.5,770687.5,19.540
205937.5,770687.5,7.065
205962.5,770687.5,105.862
205987.5,770687.5,305.468
206012.5,770687.5,134.390
206037.5,770687.5,260.711
206062.5,770687.5,942.096
206087.5,770687.5,3565.517
206112.5,770687.5,7360.332
206137.5,770687.5,7212.045
206162.5,770687.5,8716.414
206187.5,770687.5,14522.066
206212.5,770687.5,14808.606
206237.5,770687.5,9822.595
206262.5,770687.5,3500.183
206287.5,770687.5,597.545
206312.5,770687.5,137.229
206337.5,770687.5,56.966
206362.5,770687.5,0.000
206387.5,770687.5,0.000
206412.5,770687.5,0.000
206437.5,770687.5,0.000
206462.5,770687.5,0.000
206487.5,770687.5,24.951
206512.5,770687.5,12.475
206537.5,770687.5,0.000
206562.5,770687.5,12.475
206587.5,770687.5,0.000
206612.5,770687.5,0.000
206637.5,770687.5,0.000
206662.5,770687.5,0.000
205712.5,770662.5,0.000
205737.5,770662.5,0.000
205762.5,770662.5,0.000
205787.5,770662.5,0.000
205812.5,770662.5,0.000
205837.5,770662.5,0.000
205862.5,770662.5,12.475
205887.5,770662.5,7.065
205912.5,770662.5,19.540
205937.5,770662.5,81.917
205962.5,770662.5,119.343
205987.5,770662.5,118.337
206012.5,770662.5,248.235
206037.5,770662.5,863.642
206062.5,770662.5,3152.416
206087.5,770662.5,14142.789
206112.5,770662.5,20878.433
206137.5,770662.5,14677.816
206162.5,770662.5,9208.356
206187.5,770662.5,7562.382
206212.5,770662.5,5579.446
206237.5,770662.5,2717.066
206262.5,770662.5,822.101
206287.5,770662.5,181.719
206312.5,770662.5,81.917
206337.5,770662.5,12.475
206362.5,770662.5,12.475
206387.5,770662.5,0.000
206412.5,770662.5,12.475
206437.5,770662.5,12.475
206462.5,770662.5,12.475
206487.5,770662.5,0.000
206512.5,770662.5,0.000
206537.5,770662.5,12.475
206562.5,770662.5,0.000
206587.5,770662.5,0.000
206612.5,770662.5,0.000
206637.5,770662.5,0.000
206662.5,770662.5,0.000
205712.5,770637.5,0.000
205737.5,770637.5,0.000
205762.5,770637.5,0.000
205787.5,770637.5,0.000
205812.5,770637.5,0.000
205837.5,770637.5,0.000
205862.5,770637.5,7.065
205887.5,770637.5,0.000
205912.5,770637.5,12.475
205937.5,770637.5,193.190
205962.5,770637.5,280.517
205987.5,770637.5,320.515
206012.5,770637.5,755.737
206037.5,770637.5,2791.275
206062.5,770637.5,12084.621
206087.5,770637.5,28197.711
206112.5,770637.5,31443.359
206137.5,770637.5,16981.378
206162.5,770637.5,5873.070
206187.5,770637.5,2293.162
206212.5,770637.5,1149.418
206237.5,770637.5,380.320
206262.5,770637.5,181.719
206287.5,770637.5,56.966
206312.5,770637.5,24.951
206337.5,770637.5,12.475
206362.5,770637.5,24.951
206387.5,770637.5,12.475
206412.5,770637.5,12.475
206437.5,770637.5,0.000
206462.5,770637.5,12.475
206487.5,770637.5,0.000
206512.5,770637.5,0.000
206537.5,770637.5,0.000
206562.5,770637.5,12.475
206587.5,770637.5,12.475
206612.5,770637.5,0.000
206637.5,770637.5,0.000
206662.5,770637.5,0.000
205712.5,770612.5,0.000
205737.5,770612.5,0.000
205762.5,770612.5,0.000
205787.5,770612.5,0.000
205812.5,770612.5,0.000
205837.5,770612.5,0.000
205862.5,770612.5,12.475
205887.5,770612.5,19.540
205912.5,770612.5,81.917
205937.5,770612.5,330.418
205962.5,770612.5,360.513
205987.5,770612.5,834.962
206012.5,770612.5,2137.670
206037.5,770612.5,8525.298
206062.5,770612.5,23964.215
206087.5,770612.5,35772.166
206112.5,770612.5,27348.496
206137.5,770612.5,10070.052
206162.5,770612.5,2421.517
206187.5,770612.5,742.105
206212.5,770612.5,162.179
206237.5,770612.5,124.753
206262.5,770612.5,12.475
206287.5,770612.5,0.000
206312.5,770612.5,0.000
206337.5,770612.5,0.000
206362.5,770612.5,0.000
206387.5,770612.5,0.000
206412.5,770612.5,0.000
206437.5,770612.5,12.475
206462.5,770612.5,0.000
206487.5,770612.5,0.000
206512.5,770612.5,0.000
206537.5,770612.5,0.000
206562.5,770612.5,0.000
206587.5,770612.5,0.000
206612.5,770612.5,0.000
206637.5,770612.5,0.000
206662.5,770612.5,0.000
205712.5,770587.5,0.000
205737.5,770587.5,0.000
205762.5,770587.5,0.000
205787.5,770587.5,0.000
205812.5,770587.5,0.000
205837.5,770587.5,12.475
205862.5,770587.5,12.475
205887.5,770587.5,93.387
205912.5,770587.5,193.190
205937.5,770587.5,255.566
205962.5,770587.5,794.578
205987.5,770587.5,1774.342
206012.5,770587.5,4813.951
206037.5,770587.5,14382.141
206062.5,770587.5,31783.148
206087.5,770587.5,33588.341
206112.5,770587.5,15762.653
206137.5,770587.5,4171.151
206162.5,770587.5,804.481
206187.5,770587.5,174.655
206212.5,770587.5,37.426
206237.5,770587.5,19.540
206262.5,770587.5,24.951
206287.5,770587.5,0.000
206312.5,770587.5,0.000
206337.5,770587.5,0.000
206362.5,770587.5,0.000
206387.5,770587.5,0.000
206412.5,770587.5,0.000
206437.5,770587.5,0.000
206462.5,770587.5,24.951
206487.5,770587.5,0.000
206512.5,770587.5,0.000
206537.5,770587.5,12.475
206562.5,770587.5,0.000
206587.5,770587.5,0.000
206612.5,770587.5,0.000
206637.5,770587.5,0.000
206662.5,770587.5,0.000
205712.5,770562.5,0.000
205737.5,770562.5,0.000
205762.5,770562.5,0.000
205787.5,770562.5,0.000
205812.5,770562.5,12.475
205837.5,770562.5,12.475
205862.5,770562.5,0.000
205887.5,770562.5,74.852
205912.5,770562.5,305.468
205937.5,770562.5,579.925
205962.5,770562.5,1323.687
205987.5,770562.5,3146.758
206012.5,770562.5,8433.855
206037.5,770562.5,17218.151
206062.5,770562.5,26518.434
206087.5,770562.5,19100.117
206112.5,770562.5,6029.072
206137.5,770562.5,1006.659
206162.5,770562.5,256.571
206187.5,770562.5,62.377
206212.5,770562.5,7.065
206237.5,770562.5,0.000
206262.5,770562.5,0.000
206287.5,770562.5,0.000
206312.5,770562.5,0.000
206337.5,770562.5,0.000
206362.5,770562.5,0.000
206387.5,770562.5,0.000
206412.5,770562.5,24.951
206437.5,770562.5,0.000
206462.5,770562.5,12.475
206487.5,770562.5,12.475
206512.5,770562.5,0.000
206537.5,770562.5,0.000
206562.5,770562.5,0.000
206587.5,770562.5,0.000
206612.5,770562.5,12.475
206637.5,770562.5,0.000
206662.5,770562.5,0.000
205712.5,770537.5,0.000
205737.5,770537.5,24.951
205762.5,770537.5,0.000
205787.5,770537.5,0.000
205812.5,770537.5,12.475
205837.5,770537.5,37.426
205862.5,770537.5,74.852
205887.5,770537.5,118.337
205912.5,770537.5,330.418
205937.5,770537.5,1216.168
205962.5,770537.5,2209.822
205987.5,770537.5,4862.567
206012.5,770537.5,8671.273
206037.5,770537.5,10468.618
